bench,ORDER,n,t
create,2,1807,0.000163822
create,2,1823,0.000174896
create,2,1839,0.000160658
create,2,1855,0.00019608
create,2,1871,0.000185006
create,2,1887,0.000161538
create,2,1903,0.000163822
create,2,1919,0.00016224
create,2,1935,0.000164262
create,2,1951,0.000192916
create,2,1967,0.000173052
create,2,1983,0.000164
create,2,1999,0.000180962
create,2,2015,0.00017191
create,2,2031,0.000175074
create,2,2047,0.000173052
create,2,2063,0.000160218
create,2,2079,0.000193356
create,2,2095,0.00017147
create,2,2111,0.00017147
create,2,2127,0.000164
create,2,2143,0.000153628
create,2,2159,0.000174634
create,2,2175,0.000162858
create,2,2191,0.000173052
create,2,2207,0.000173052
create,2,2223,0.00015477
create,2,2239,0.00016356
create,2,2255,0.000165142
create,2,2271,0.000164702
create,2,2287,0.000185268
create,2,2303,0.000155912
create,2,2319,0.000179118
create,2,2335,0.000181842
create,2,2351,0.00015565
create,2,2367,0.00015521
create,2,2383,0.000161978
create,2,2399,0.000165142
create,2,2415,0.000164702
create,2,2431,0.000200208
create,2,2447,0.000173052
create,2,2463,0.000164262
create,2,2479,0.000164
create,2,2495,0.000175514
create,2,2511,0.000160658
create,2,2527,0.000191774
create,2,2543,0.000174194
create,2,2559,0.000163822
create,2,2575,0.000182984
create,2,2591,0.000154508
create,2,2607,0.000190894
create,2,2623,0.00017235
create,2,2639,0.00016224
create,2,2655,0.000175776
create,2,2671,0.000174634
create,2,2687,0.000175776
create,2,2703,0.000173052
create,2,2719,0.00018553
create,2,2735,0.000182544
create,2,2751,0.000181402
create,2,2767,0.000177798
create,2,2783,0.00017103
create,2,2799,0.000176216
create,2,2815,0.000164702
create,2,2831,0.000184566
create,2,2847,0.000171732
create,2,2863,0.000182544
create,2,2879,0.000170328
create,2,2895,0.000184566
create,2,2911,0.000160658
create,2,2927,0.000173052
create,2,2943,0.000191156
create,2,2959,0.000183686
create,2,2975,0.000174634
create,2,2991,0.000165142
create,2,3007,0.000165142
create,2,3023,0.000178238
create,2,3039,0.000173492
create,2,3055,0.000192916
create,2,3071,0.00018773
create,2,3087,0.000166284
create,2,3103,0.000181402
create,2,3119,0.000202408
create,2,3135,0.000173492
create,2,3151,0.000164702
create,2,3167,0.000175074
create,2,3183,0.000185708
create,2,3199,0.00019476
create,2,3215,0.000164702
create,2,3231,0.00016356
create,2,3247,0.00018026
create,2,3263,0.00017938
create,2,3279,0.000177798
create,2,3295,0.000172612
create,2,3311,0.000168306
create,2,3327,0.00017894
create,2,3343,0.000176478
create,2,3359,0.000167866
create,2,3375,0.000172612
create,2,3391,0.000178238
create,2,3407,0.000184566
create,2,3423,0.000174634
create,2,3439,0.00018685
create,2,3455,0.000165142
create,2,3471,0.000186148
create,2,3487,0.000209176
create,2,3503,0.000178238
create,2,3519,0.000174634
create,2,3535,0.000166284
create,2,3551,0.000185006
create,2,3567,0.000171732
create,2,3583,0.00018685
create,2,3599,0.000157934
create,2,3615,0.000173754
create,2,3631,0.000184828
create,2,3647,0.000186588
create,2,3663,0.000168746
create,2,3679,0.000186148
create,2,3695,0.000163822
create,2,3711,0.000184566
create,2,3727,0.000199244
create,2,3743,0.000177096
create,2,3759,0.000173314
create,2,3775,0.000182984
create,2,3791,0.000184566
create,2,3807,0.000185446
create,2,3823,0.000184566
create,2,3839,0.000180082
create,2,3855,0.000209616
create,2,3871,0.000185006
create,2,3887,0.00019608
create,2,3903,0.000177798
create,2,3919,0.000167866
create,2,3935,0.00018773
create,2,3951,0.000184828
create,2,3967,0.00019608
create,2,3983,0.000183246
create,2,3999,0.000181842
create,2,4015,0.000201968
create,2,4031,0.000174194
create,2,4047,0.000176918
create,2,4063,0.000193178
create,2,4079,0.000165844
create,2,4095,0.000174634
create,2,4111,0.000206452
create,2,4127,0.000183864
create,2,4143,0.000192916
create,2,4159,0.000177096
create,2,4175,0.000193356
create,2,4191,0.000186148
create,2,4207,0.000194938
create,2,4223,0.000194498
create,2,4239,0.000193356
create,2,4255,0.00019652
create,2,4271,0.000174634
create,2,4287,0.00017982
create,2,4303,0.000174194
create,2,4319,0.000186148
create,2,4335,0.000194498
create,2,4351,0.000177096
create,2,4367,0.000191774
create,2,4383,0.00018773
create,2,4399,0.000190894
create,2,4415,0.000177096
create,2,4431,0.000182806
create,2,4447,0.000174634
create,2,4463,0.000173754
create,2,4479,0.000185708
create,2,4495,0.000186148
create,2,4511,0.000191774
create,2,4527,0.000180962
create,2,4543,0.000184566
create,2,4559,0.00020443
create,2,4575,0.00019608
create,2,4591,0.000194938
create,2,4607,0.000165582
create,2,4623,0.00018465
create,2,4639,0.000217966
create,2,4655,0.000175074
create,2,4671,0.000194058
create,2,4687,0.000182544
create,2,4703,0.000184388
create,2,4719,0.000182984
create,2,4735,0.000202848
create,2,4751,0.000190276
create,2,4767,0.000176656
create,2,4783,0.000194938
create,2,4799,0.000178238
create,2,4815,0.00018773
create,2,4831,0.000176656
create,2,4847,0.000205834
create,2,4863,0.000185268
create,2,4879,0.000176656
create,2,4895,0.000176216
create,2,4911,0.000189658
create,2,4927,0.000175074
create,2,4943,0.000177798
create,2,4959,0.00020443
create,2,4975,0.000196782
create,2,4991,0.000192916
create,2,5007,0.000202848
create,2,5023,0.00018773
create,2,5039,0.000182806
create,2,5055,0.000186148
create,2,5071,0.000186148
create,2,5087,0.000197662
create,2,5103,0.00018773
create,2,5119,0.000186588
create,2,5135,0.000184566
create,2,5151,0.000177798
create,2,5167,0.000201266
create,2,5183,0.000206714
create,2,5199,0.000215064
create,2,5215,0.000205834
create,2,5231,0.000174194
create,2,5247,0.000173492
create,2,5263,0.000189752
create,2,5279,0.000177798
create,2,5295,0.000189312
create,2,5311,0.000194498
create,2,5327,0.000189312
create,2,5343,0.000194498
create,2,5359,0.000184828
create,2,5375,0.000175336
create,2,5391,0.00018773
create,2,5407,0.000185268
create,2,5423,0.000189312
create,2,5439,0.000205834
create,2,5455,0.00018817
create,2,5471,0.000186148
create,2,5487,0.00015477
create,2,5503,0.000217526
create,2,5519,0.000208296
create,2,5535,0.000198102
create,2,5551,0.000195378
create,2,5567,0.000174634
create,2,5583,0.000178238
create,2,5599,0.00018026
create,2,5615,0.000173492
create,2,5631,0.000180522
create,2,5647,0.00019696
create,2,5663,0.000181842
create,2,5679,0.000186148
create,2,5695,0.000206012
create,2,5711,0.000182544
create,2,5727,0.00020443
create,2,5743,0.000190894
create,2,5759,0.000176918
create,2,5775,0.000176656
create,2,5791,0.000199244
create,2,5807,0.000185006
create,2,5823,0.000182544
create,2,5839,0.000209616
create,2,5855,0.000192916
create,2,5871,0.000194938
create,2,5887,0.000178238
create,2,5903,0.00019608
create,2,5919,0.00019608
create,2,5935,0.000194498
create,2,5951,0.000185006
create,2,5967,0.000203288
create,2,5983,0.000189752
create,2,5999,0.000171732
create,2,6015,0.000199244
create,2,6031,0.00018773
create,2,6047,0.000184126
create,2,6063,0.000183864
create,2,6079,0.000183424
create,2,6095,0.00020487
create,2,6111,0.000185708
create,2,6127,0.00019564
create,2,6143,0.000186148
create,2,6159,0.000206012
create,2,6175,0.000203288
create,2,6191,0.000185708
create,2,6207,0.000178238
create,2,6223,0.00018597
create,2,6239,0.000188432
create,2,6255,0.000189752
create,2,6271,0.000206714
create,2,6287,0.000175074
create,2,6303,0.000194938
create,2,6319,0.000209176
create,2,6335,0.000186148
create,2,6351,0.00019608
create,2,6367,0.000177798
create,2,6383,0.000184566
create,2,6399,0.000178238
create,2,6415,0.000204692
create,2,6431,0.000189752
create,2,6447,0.000166284
create,2,6463,0.000202848
create,2,6479,0.00018729
create,2,6495,0.00019608
create,2,6511,0.00018817
create,2,6527,0.00020487
create,2,6543,0.000206452
create,2,6559,0.000208034
create,2,6575,0.00019608
create,2,6591,0.000164702
create,2,6607,0.000215944
create,2,6623,0.00018773
create,2,6639,0.000181842
create,2,6655,0.000200826
create,2,6671,0.000189312
create,2,6687,0.000199684
create,2,6703,0.000175074
create,2,6719,0.000178678
create,2,6735,0.000173052
create,2,6751,0.00018729
create,2,6767,0.000186148
create,2,6783,0.00020443
create,2,6799,0.000185708
create,2,6815,0.000198804
create,2,6831,0.000198102
create,2,6847,0.00020487
create,2,6863,0.000184566
create,2,6879,0.000197662
create,2,6895,0.000192214
create,2,6911,0.00018817
create,2,6927,0.000217526
create,2,6943,0.000177798
create,2,6959,0.000209176
create,2,6975,0.00020223
create,2,6991,0.00018817
create,2,7007,0.000189312
create,2,7023,0.00019564
create,2,7039,0.000217526
create,2,7055,0.00018773
create,2,7071,0.000191334
create,2,7087,0.00019652
create,2,7103,0.000198542
create,2,7119,0.000184566
create,2,7135,0.000189312
create,2,7151,0.000206012
create,2,7167,0.000215504
create,2,7183,0.000185708
create,2,7199,0.00019652
create,2,7215,0.000185006
create,2,7231,0.000206012
create,2,7247,0.00019608
create,2,7263,0.000197662
create,2,7279,0.000207594
create,2,7295,0.00018553
create,2,7311,0.000206012
create,2,7327,0.000180522
create,2,7343,0.000186148
create,2,7359,0.000198542
create,2,7375,0.000186148
create,2,7391,0.000185708
create,2,7407,0.000206012
create,2,7423,0.000189312
create,2,7439,0.000195022
create,2,7455,0.00018773
create,2,7471,0.000215504
create,2,7487,0.000194938
create,2,7503,0.000185708
create,2,7519,0.000197662
create,2,7535,0.000196782
create,2,7551,0.000215944
create,2,7567,0.000225436
create,2,7583,0.000204252
create,2,7599,0.000203728
create,2,7615,0.000215504
create,2,7631,0.000190192
create,2,7647,0.000178678
create,2,7663,0.00018729
create,2,7679,0.000214802
create,2,7695,0.000183686
create,2,7711,0.000176216
create,2,7727,0.000185708
create,2,7743,0.00020443
create,2,7759,0.000177798
create,2,7775,0.00018641
create,2,7791,0.000202848
create,2,7807,0.00019564
create,2,7823,0.000208034
create,2,7839,0.000211198
create,2,7855,0.000207594
create,2,7871,0.000207594
create,2,7887,0.000193178
create,2,7903,0.000187028
create,2,7919,0.000195462
create,2,7935,0.000199244
create,2,7951,0.00019564
create,2,7967,0.00019476
create,2,7983,0.000189752
create,2,7999,0.000206012
create,2,8015,0.000188432
create,2,8031,0.000198102
create,2,8047,0.00018773
create,2,8063,0.000194498
create,2,8079,0.000199244
create,2,8095,0.000199244
create,2,8111,0.000216206
create,2,8127,0.000215766
create,2,8143,0.000199244
create,2,8159,0.000216206
create,2,8175,0.000186148
create,2,8191,0.00018817
create,2,8192,0.000216384
